ID                                       ID_CLIENTE           NOME_CLIENTE                             EMAIL_CLIENTE                            TOTAL                DATA_PROCESSAMENTO   DATA_VENCIMENTO     
ee8b7b46-0305-30d5-98fd-d6b480564f54     74                   Luiz GustavoRodrigues                    luiz.gustavo.rodrigues@yahoo.com         2789.11              13/06/2022           13/07/2022          
8d6be93c-9199-38cb-9831-323b95e26039     75                   LaisMonteiro                             lais.monteiro@bol.com.br                 15092.13             13/06/2022           13/07/2022          
f6b18fa8-275c-378a-9d97-ee5df53b7b5f     76                   GuilhermeFreitas                         guilherme.freitas@gmail.com              8350.44              13/06/2022           13/07/2022          
c698368d-c6cb-35f6-aced-130e7fedeab9     77                   NathanSiqueiro                           nathan.siqueiro@hotmail.com              7912.41              13/06/2022           13/07/2022          
d164598a-2c7b-3e21-8999-4a5b7dbeedda     78                   AlessandroLessa                          alessandro.lessa@gmail.com               12738.86             13/06/2022           13/07/2022          
4583bc29-e527-3fce-9bee-f061630f3fc3     79                   SamuelAlves                              samuel.alves@bol.com.br                  22648.33             13/06/2022           13/07/2022          
8668918d-cf04-39e0-937d-cf56074a651c     80                   Davi LucaMonteiro                        davi.luca.monteiro@yahoo.com             9795.84              13/06/2022           13/07/2022          
2309466f-6979-3efc-b99d-a22b78803e0a     81                   Maria FlorNascimento                     maria.flor.nascimento@yahoo.com          6287.03              13/06/2022           13/07/2022          
0a3ae235-c221-3533-9f6c-08b479e33ecd     82                   MarcosVasques                            marcos.vasques@yahoo.com                 5359.28              13/06/2022           13/07/2022          
b40c5b64-411a-3b66-b81b-071299154aed     83                   CarolinaMarins                           carolina.marins@bol.com.br               14126.87             13/06/2022           13/07/2022          
6eba26d2-c514-3842-b745-1625e273d994     84                   NicoleNegrao                             nicole.negrao@yahoo.com                  13826.89             13/06/2022           13/07/2022          
7d17e89c-a77d-3f10-a216-d255aa9f6cd4     85                   LeticiaPires                             leticia.pires@bol.com.br                 7910.14              13/06/2022           13/07/2022          
89f37b28-c0cc-3bb9-8d23-8e668830d791     86                   Luiz OtavioPinheira                      luiz.otavio.pinheira@bol.com.br          11310.17             13/06/2022           13/07/2022          
1734ba23-91cc-3e08-93df-e25aa0d337fb     87                   Josede Borba                             jose.de.borba@yahoo.com                  3741.14              13/06/2022           13/07/2022          
140ba283-0e56-367a-90db-ec0984fc3193     88                   NoahCarneiro                             noah.carneiro@live.com                   7353.22              13/06/2022           13/07/2022          
147693da-49c4-39f1-b121-82f14388e2eb     89                   TalitaFarias                             talita.farias@bol.com.br                 4083.52              13/06/2022           13/07/2022          
a3d92185-64de-3ff5-9cb8-e192e3aedfaa     90                   LarissaAparicio                          larissa.aparicio@live.com                5005.28              13/06/2022           13/07/2022          
917d40d6-e239-32ef-ac85-35f8280d67d4     91                   Joao SamuelRamires                       joao.samuel.ramires@bol.com.br           3201.70              13/06/2022           13/07/2022          
1066007a-3485-3d93-abb7-cf84cadea918     92                   BryanMenendes                            bryan.menendes@yahoo.com                 9732.26              13/06/2022           13/07/2022          
2d553c39-dcd6-3355-a751-9b3c721398d3     93                   Joao Miguelde Lins                       joao.miguel.de.lins@yahoo.com            5633.74              13/06/2022           13/07/2022          
9cb7c514-32ff-3d7b-8995-37f4111813cc     94                   GustavoBonfim                            gustavo.bonfim@gmail.com                 8808.10              13/06/2022           13/07/2022          
e3ff1dff-73e5-3e95-a78f-9d4ac387a53c     95                   WarleyRolim                              warley.rolim@gmail.com                   252.61               13/06/2022           13/07/2022          
078d6586-aa53-36d4-a5b1-1642b8cc6d51     96                   KarlaBarbosa                             karla.barbosa@yahoo.com                  5713.97              13/06/2022           13/07/2022          
0b38fbec-d57f-3051-a0f2-b9be5e172ef9     97                   NoahRibeiro                              noah.ribeiro@hotmail.com                 18674.59             13/06/2022           13/07/2022          
ac2573c9-d4a8-3ca2-b2fc-c82303c941e7     98                   Aylada Bandeira                          ayla.da.bandeira@hotmail.com             8348.44              13/06/2022           13/07/2022          
0c7e819c-3e0a-3437-9865-3151d09256f4     99                   Luiz Henriqueda Gama                     luiz.henrique.da.gama@gmail.com          9186.64              13/06/2022           13/07/2022          
82a5adcb-cbbc-3323-a355-52860de910c3     100                  Vitor HugoLopes                          vitor.hugo.lopes@live.com                10590.80             13/06/2022           13/07/2022          
98c23aa9-4c05-3eeb-81d8-80fff76d663b     101                  LuanaPereira                             luana.pereira@bol.com.br                 4066.90              13/06/2022           13/07/2022          
f354501c-8a3d-36cc-a46c-22d6d0edb7d9     102                  MargaridaSantana                         margarida.santana@live.com               6075.43              13/06/2022           13/07/2022          
e8baa8e3-3158-3b8b-b3a4-d642f156d692     103                  Maria AliceRezende                       maria.alice.rezende@gmail.com            18662.79             13/06/2022           13/07/2022          
9c19a07d-2ee6-31ea-b7b6-fc29e161be13     104                  CarolinaBittencourt                      carolina.bittencourt@yahoo.com           6361.00              13/06/2022           13/07/2022          
50a3792d-4f6a-3a29-98d0-21ebdc23e01b     105                  Davi LuizXimenes                         davi.luiz.ximenes@live.com               8977.44              13/06/2022           13/07/2022          
218ce116-8fae-3407-97fc-9d781c4a6f43     106                  MerciaPalhares                           mercia.palhares@hotmail.com              3482.60              13/06/2022           13/07/2022          
069affc9-2bac-3fbf-9e91-810235cd8d9e     107                  Raulda Conceicao                         raul.da.conceicao@hotmail.com            5131.43              13/06/2022           13/07/2022          
8d1e7ab7-279b-305f-910f-fd26a45f6a4b     108                  Ana BeatrizAlmeida                       ana.beatriz.almeida@yahoo.com            79.16                13/06/2022           13/07/2022          
735db3ef-632b-34a0-aa6d-3563d9f97cf5     109                  SilasPaiva                               silas.paiva@bol.com.br                   8633.38              13/06/2022           13/07/2022          
63618b56-17a0-3b8f-9c5b-d743cff35ebe     110                  Enzo ThiagoMartim                        enzo.thiago.martim@hotmail.com           9216.21              13/06/2022           13/07/2022          
7df5507d-c1c7-30d3-a84a-45e0f4ca7789     111                  MerciaViveiros                           mercia.viveiros@gmail.com                3979.84              13/06/2022           13/07/2022          
2131374a-c465-3044-b2d6-69da29adcef3     112                  LorenaRamalho                            lorena.ramalho@yahoo.com                 12940.10             13/06/2022           13/07/2022          
4376b430-c0e0-393e-b389-6e3ad6b823ca     113                  Joao GuilhermeFranco                     joao.guilherme.franco@gmail.com          2575.16              13/06/2022           13/07/2022          
ea093820-c7b8-3445-b7a4-2a67a292fd6c     114                  HeitorQuarteira                          heitor.quarteira@yahoo.com               17513.89             13/06/2022           13/07/2022          
23017f97-08ac-3479-98fc-e5dd2446949c     115                  Pedro MiguelCaldas                       pedro.miguel.caldas@gmail.com            6115.43              13/06/2022           13/07/2022          
d5b34c77-0d7c-3810-b167-f7d0283f01b6     116                  EduardaSiqueiro                          eduarda.siqueiro@bol.com.br              13840.31             13/06/2022           13/07/2022          
d91ae6a9-7e10-3b53-9eb5-54cadaf610b6     117                  Maria SophiaMunhoz                       maria.sophia.munhoz@yahoo.com            13270.70             13/06/2022           13/07/2022          
a4acf702-7c03-3262-a901-b9fe7429ce10     118                  MaluCrespo                               malu.crespo@yahoo.com                    13801.30             13/06/2022           13/07/2022          
f60b19a4-8104-35fb-bab7-5d4b6063dbb5     119                  YagoCrespo                               yago.crespo@gmail.com                    7227.17              13/06/2022           13/07/2022          
e08fd9f1-fdd8-3dde-86ec-1602bb0e7668     120                  IgorLonguinho                            igor.longuinho@hotmail.com               9669.18              13/06/2022           13/07/2022          
0c04120c-bb01-33f6-a09d-81d713f34fc5     121                  RicardoLima                              ricardo.lima@live.com                    5350.88              13/06/2022           13/07/2022          
5cfebdc3-57a8-3e33-9c45-be61fcfca2e8     122                  Luiz FelipeSantana                       luiz.felipe.santana@live.com             18969.32             13/06/2022           13/07/2022          
a32723d6-13c2-3c04-a01d-43bf20613497     123                  CarlaFogaca                              carla.fogaca@live.com                    7763.92              13/06/2022           13/07/2022          
4c383024-0041-39ad-8f0c-4328deb65dda     124                  FeliciaGentil                            felicia.gentil@live.com                  14798.34             13/06/2022           13/07/2022          
7c36c0dd-6923-3f13-8a0c-787cf336746c     125                  Lucas GabrielGalego                      lucas.gabriel.galego@bol.com.br          10130.89             13/06/2022           13/07/2022          
dcae7c37-b219-3607-b7ae-064f7578762e     126                  BernardoSiqueiro                         bernardo.siqueiro@gmail.com              7345.14              13/06/2022           13/07/2022          
57701bac-90bd-3bb5-b171-f9cb854a6003     127                  TalitaNegrao                             talita.negrao@hotmail.com                9541.47              13/06/2022           13/07/2022          
ff2acdf8-7794-3ca8-b8ff-a0b98473f77b     128                  IsaacRamires                             isaac.ramires@bol.com.br                 17968.08             13/06/2022           13/07/2022          
a79c2767-b25d-3b90-8083-4c016f734266     129                  Luiz Miguelda Costa                      luiz.miguel.da.costa@bol.com.br          7326.15              13/06/2022           13/07/2022          
7511ca81-c6bf-3305-af41-7f235630abde     130                  EduardoCarvalheira                       eduardo.carvalheira@bol.com.br           7489.18              13/06/2022           13/07/2022          
75b9b02b-40cb-3dac-8f22-cb88fd9bb4ab     131                  GiuliaAmbrosio                           giulia.ambrosio@yahoo.com                146.20               13/06/2022           13/07/2022          
7c1fec18-a8d5-3905-926f-97f428fd8e3c     132                  PietraSilveira                           pietra.silveira@yahoo.com                5621.89              13/06/2022           13/07/2022          
e7b90a7f-74a2-3e09-aa9c-3eb6905edc0c     133                  MarianaAmbrosio                          mariana.ambrosio@yahoo.com               6363.06              13/06/2022           13/07/2022          
d188cc35-df6a-31f1-99ad-8e6f6c4e16d3     134                  Pauloda Rosa                             paulo.da.rosa@hotmail.com                20073.87             13/06/2022           13/07/2022          
7806be36-d0f9-3bb1-9362-4b8a7e8e38f3     135                  GabrielCarvalheira                       gabriel.carvalheira@live.com             14672.83             13/06/2022           13/07/2022          
ee40b6e7-c3b8-3f33-b90c-d4fd93d5244d     136                  NicolePalmeira                           nicole.palmeira@bol.com.br               6853.34              13/06/2022           13/07/2022          
11835cff-daab-3e2e-a0ec-6446e1fcc1a2     137                  TomasDiegues                             tomas.diegues@hotmail.com                16092.70             13/06/2022           13/07/2022          
ec263f7f-faad-3ae5-9b9e-7d22db3b5f6e     138                  IsabellyMeira                            isabelly.meira@hotmail.com               14739.71             13/06/2022           13/07/2022          
e974da65-4b1c-3df2-97ea-279128e80749     139                  LorraineRodrigues                        lorraine.rodrigues@hotmail.com           10335.34             13/06/2022           13/07/2022          
464d9ab1-8c7d-370a-ad10-78103d06039e     140                  JoseRibeiro                              jose.ribeiro@bol.com.br                  22431.64             13/06/2022           13/07/2022          
00ab8db6-fe5e-35a6-ba04-5a391df3d902     141                  Carlos EduardoHermingues                 carlos.eduardo.hermingues@hotmail.com    2616.20              13/06/2022           13/07/2022          
a739cece-1670-3d89-bceb-4c810940250e     142                  Nathanda Penha                           nathan.da.penha@bol.com.br               9863.70              13/06/2022           13/07/2022          
c859b30b-f255-3291-ae2a-2075b112253e     143                  GaelVelasques                            gael.velasques@yahoo.com                 9281.36              13/06/2022           13/07/2022          
c5e2bf87-548b-3ffb-8e15-2e35d4c74990     144                  Maria ValentinaSaraiva                   maria.valentina.saraiva@yahoo.com        10981.45             13/06/2022           13/07/2022          
2fb469f9-4288-3c22-9de7-867914eca04a     145                  Maria FernandaGrotas                     maria.fernanda.grotas@bol.com.br         12647.52             13/06/2022           13/07/2022          
1566fc4b-82f7-324a-8c44-63d67361d2c5     146                  RodrigoCruz                              rodrigo.cruz@live.com                    13038.38             13/06/2022           13/07/2022          
685cd511-f2bf-3422-bb8b-d4d17a02f090     147                  Joao GuilhermeMendanha                   joao.guilherme.mendanha@bol.com.br       10412.21             13/06/2022           13/07/2022          
c888f770-c008-38b6-be9b-35ac5196cc64     148                  Maria FlorSais                           maria.flor.sais@yahoo.com                6238.40              13/06/2022           13/07/2022          
ac6ca475-e316-350a-94c3-d62630a98289     149                  Joao GabrielAlbuquerque                  joao.gabriel.albuquerque@live.com        10859.76             13/06/2022           13/07/2022          
02561f5c-70f3-30e9-b22b-ba5c560910da     150                  NubiaLopes                               nubia.lopes@live.com                     12339.10             13/06/2022           13/07/2022          
92977c18-42b5-38d3-8416-a27ae0dc579d     151                  DanielPinheira                           daniel.pinheira@yahoo.com                14933.81             13/06/2022           13/07/2022          
2592f778-1e56-3133-aaf2-86b3892364f7     152                  OfeliaNeves                              ofelia.neves@bol.com.br                  10968.89             13/06/2022           13/07/2022          
c50b5cfd-7443-3eb7-81f0-539de5ffc416     153                  Vicentedos Reis                          vicente.dos.reis@hotmail.com             9706.82              13/06/2022           13/07/2022          
2e0f6379-9a4b-33dc-b62f-9788a2df5822     154                  FeliciaAlmeida                           felicia.almeida@yahoo.com                8349.85              13/06/2022           13/07/2022          
d338a3f6-511f-352b-9e4d-220206c7a51f     155                  NataliaCaseira                           natalia.caseira@gmail.com                13716.67             13/06/2022           13/07/2022          
5c8355bc-1fb2-38c4-a202-22ea77517d27     156                  EnricoDantas                             enrico.dantas@yahoo.com                  6879.86              13/06/2022           13/07/2022          
e18bed76-a54b-3bdb-a8be-e3fe7e44b55a     157                  MarciaHernandes                          marcia.hernandes@yahoo.com               4657.98              13/06/2022           13/07/2022          
5e6749f0-82ae-3196-a818-b8b2e5af10d9     158                  StellaFogaca                             stella.fogaca@gmail.com                  8016.85              13/06/2022           13/07/2022          
ba8786cf-b068-3bef-9698-419ea4856246     159                  EmanuellyVieira                          emanuelly.vieira@live.com                8423.96              13/06/2022           13/07/2022          
0b9f9519-272f-3a2a-a681-f3da424245ff     160                  GabriellyJesus                           gabrielly.jesus@hotmail.com              7165.03              13/06/2022           13/07/2022          
37d51593-bcec-3b6e-a060-af7f3453414e     161                  TalitaFerreira                           talita.ferreira@yahoo.com                12248.73             13/06/2022           13/07/2022          
a6bb355e-a791-37f2-9460-5f2134ce5f1c     162                  PedroPinheira                            pedro.pinheira@bol.com.br                395.43               13/06/2022           13/07/2022          
a9c24ce2-91bf-3e77-abf9-e9e052a6fcbe     163                  Laviniade Lins                           lavinia.de.lins@live.com                 17701.96             13/06/2022           13/07/2022          
88773228-12d3-3e4c-b761-fc8771328c81     164                  Luiz GustavoPinheira                     luiz.gustavo.pinheira@yahoo.com          4026.18              13/06/2022           13/07/2022          
f83587d0-e43e-3494-8931-c514dd1878e5     165                  StellaRegueira                           stella.regueira@live.com                 5208.68              13/06/2022           13/07/2022          
9b2c2bc7-d22d-38a3-aeee-8762182a8926     166                  LizAlmeida                               liz.almeida@live.com                     5088.75              13/06/2022           13/07/2022          
376391ac-efd6-3c08-bed8-090721c865d0     167                  IsabelViana                              isabel.viana@gmail.com                   2430.96              13/06/2022           13/07/2022          
55fbe646-6673-315d-91ff-46eea388855a     168                  RafaelTeixeira                           rafael.teixeira@hotmail.com              9756.54              13/06/2022           13/07/2022          
9e345364-9d70-3397-9d06-3797cbea18cb     169                  AlexandreLessa                           alexandre.lessa@yahoo.com                12376.43             13/06/2022           13/07/2022          
3d9c39c3-0f84-3759-a7c7-3d80093612f2     170                  BarbaraSales                             barbara.sales@live.com                   11277.13             13/06/2022           13/07/2022          
5619340a-9aae-3747-91b7-a9d5152b487c     171                  PedroPaes                                pedro.paes@gmail.com                     9214.17              13/06/2022           13/07/2022          
5035cd28-092d-37fd-8af1-6534a219a2ad     172                  AndreBeltrao                             andre.beltrao@live.com                   429.32               13/06/2022           13/07/2022          
1ac8d8b1-527c-353e-be0d-987ad1c92ac1     173                  BentoEspinhosa                           bento.espinhosa@hotmail.com              12906.24             13/06/2022           13/07/2022          
881abf4a-d432-3adb-ba80-dfb39c808737     174                  AlessandroBeltrao                        alessandro.beltrao@hotmail.com           15727.74             13/06/2022           13/07/2022          
09d4fcd9-8835-33f0-9093-7cd336537547     175                  IsabellaCamacho                          isabella.camacho@gmail.com               11622.73             13/06/2022           13/07/2022          
e3f9c658-f173-3670-ac45-1e5af4399bac     176                  Pauloda Silva                            paulo.da.silva@bol.com.br                6974.59              13/06/2022           13/07/2022          
d5c2867c-c952-3794-8185-0d16dd1ed465     177                  IanModesto                               ian.modesto@gmail.com                    22263.83             13/06/2022           13/07/2022          
e3474792-9571-35fe-8182-abb55d98d978     178                  Nicoleda Aldeia                          nicole.da.aldeia@gmail.com               8904.20              13/06/2022           13/07/2022          
de34072e-bb5c-3c51-b110-2a68e74e174a     179                  IgorPassarinho                           igor.passarinho@gmail.com                3390.42              13/06/2022           13/07/2022          
5dc5a69c-15ab-3116-8876-ff56b6c25438     180                  Warleyda Aldeia                          warley.da.aldeia@bol.com.br              16246.50             13/06/2022           13/07/2022          
00c0f7f4-1dd0-3ebd-bd88-f3006ccdfd97     181                  RafaelXavier                             rafael.xavier@hotmail.com                10048.40             13/06/2022           13/07/2022          
